ngram,frequency
"('great', 'app')",50
"('journal', 'app')",38
"('good', 'start')",34
"('available', 'ipad')",27
"('ipad', 'version')",27
"('please', 'add')",26
"('search', 'function')",26
"('good', 'app')",25
"('great', 'start')",19
"('needs', 'work')",18
"('great', 'idea')",17
"('app', 'needs')",16
"('ipad', 'mac')",15
"('love', 'app')",15
"('make', 'available')",15
"('need', 'ipad')",15
"('needs', 'features')",15
"('needs', 'improvement')",14
"('start', 'needs')",14
"('journaling', 'app')",13
"('mac', 'ipad')",13
"('good', 'idea')",12
"('needs', 'ipad')",12
"('could', 'better')",11
"('notes', 'app')",11
"('please', 'make')",11
"('great', 'potential')",10
"('nice', 'app')",10
"('one', 'thing')",10
"('pretty', 'good')",10
"('amazing', 'app')",9
"('app', 'ipad')",9
"('good', 'needs')",9
"('add', 'search')",8
"('basic', 'features')",8
"('day', 'one')",8
"('ipad', 'app')",8
"('room', 'improvement')",8
"('search', 'feature')",8
"('search', 'option')",8
"('best', 'app')",7
"('good', 'could')",7
"('mac', 'app')",7
"('doesnt', 'work')",6
"('great', 'concept')",6
"('idea', 'needs')",6
"('ipad', 'support')",6
"('journal', 'entries')",6
"('really', 'good')",6
"('app', 'need')",5
"('can', 'not')",5
"('could', 'great')",5
"('far', 'good')",5
"('good', 'better')",5
"('good', 'journal')",5
"('great', 'needs')",5
"('journal', 'ipad')",5
"('love', 'idea')",5
"('missing', 'features')",5
"('much', 'better')",5
"('new', 'app')",5
"('way', 'go')",5
